METER_READING_UNIQUE_ID,CUSTOMER_NUMBER,FACILITY,OPENING_READING,CLOSING_READING,UTILIZED_READING,DISCOUNT_READING,SOURCED_ENERGY,PRODUCT_DESC,METERED_AVAILABLE,QUANTITY_UNIT,CONTRACT_NUMBER,CONTRACT_LINE,BILL_DATE,CONTRACT_CURRENCY,TAX_RULE,PAYMENT_TERMS,CONTRACT_LINE_UNIQUE_ID
9603842512924933879,MB01,KEN00,201210.55,265720.34,64509.79,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/03/31,USD,OVT,30NET,9458780112386797374
234172169439815996,UGL01,GHA00,0,94831.7,94831.7,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/03/31,GHS,OVT,90NET,10401095663073926384
4424862896001931232,MF01,KEN00,626056.94,666049.88,39992.94,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/03/31,USD,OVT,30NET,14505628705858712600
11019576398089180213,MP02,KEN00,770242.69,842573.5,72330.81,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/03/31,USD,OVT,30NET,11175964520850387192
810753361152359753,MP02,KEN00,0,55736.8144,55736.8144,0,0,Minimum Offtake,N/A,KWH,CONKEN00-2024-00012,1000,2025/03/31,USD,OVT,30NET,8549231134105202899
12361046925874456520,GC001,CBCH0,5453570,5498524,44954,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/03/31,USD,OVT,30EOM,9426285416093580559
5915244052658134958,GBL01,GHA00,0,0,0,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/03/31,GHS,OVT,60NET,15878909455312904518
5153676336208002030,UTK01,KEN00,0,5847.01,5847.01,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/03/31,KES,OVT,90EOM,7762725140274285350
1198702742455694959,NBL01,NIG00,129862.38,163640.03,33777.65,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/03/31,NGN,OVT,60NET,9916550313842372826
10047542371615931732,UNSOS,KUBE0,437335,510799,73464,0,0,Powerhouse 20 (EMetered),metered,KWH,CONKUBE0-2024-00001,6000,2025/03/31,USD,EVT,30NET,5173318559305050649
14954529419001988245,JAB01,NIG00,0,476.98,476.98,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/03/31,NGN,OVT,30EOM,4207416215798479557
4996402467799368324,NC02,KEN00,610924.5,643200.81,32276.31,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/03/31,USD,OVT,30NET,7911848012608655937
2318862452265051390,XFAB,KEN00,762801.69,781186.36,18384.67,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00003,1000,2025/04/30,USD,OVT,30EOM,1524958111127857530
14436347925736619005,UNSOS,KUBE0,510799,563985,53186,0,0,Powerhouse 20 (EMetered),metered,KWH,CONKUBE0-2024-00001,6000,2025/04/30,USD,EVT,30NET,5173318559305050649
3555093997176696363,CAL01,ZIM00,10334562.3,11333714.94,999152.644,0,0,Green Metered Energy (EMetered) - 1 - 14 Apr,N/A,KWH,CONZIM00-2025-00002,6000,2025/04/30,USD,OVT,30NET,8678330172785033248
1139932922203585583,CAL01,ZIM00,11333714.94,12117657.6,783942.656,0,0,Green Metered Energy (EMetered) 15 - 30 Apr,N/A,KWH,CONZIM00-2025-00002,4000,2025/04/30,USD,OVT,30NET,3837055826202815815
15069368871573295158,JAB01,NIG00,0,5614.86,5614.86,0,0,Grid (EAvailable),available,KWH,CONNIG00-2021-00001,3000,2025/04/30,NGN,OVT,30EOM,4801201556168808578
8284218816036227221,TBM01,KEN00,0,48573.27,48573.27,0,0,Available Energy (EAvailable),available,KWH,CONKEN00-2023-00007,2000,2025/04/30,KES,OVT,30NET,2964225664267180928
14161867779642893571,GC001,CBCH0,5498524,5533144,34620,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/04/30,USD,OVT,30EOM,9426285416093580559
787282421910819822,CAL01,ZIM00,0,9560.49,9560.49,0,0,Green Deemed Energy (EDeemed),N/A,KWH,CONZIM00-2025-00002,2000,2025/04/30,USD,OVT,30NET,17254098991249289259
15389970617267980774,NC02,KEN00,643200.81,667582.438,24381.628,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/04/30,USD,OVT,30NET,7911848012608655937
8662693645991008977,MF01,KEN00,208629.09,219982.062,11352.972,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00011,5000,2025/04/30,USD,OVT,30NET,2857029573473698230
7245399423099733750,LOI01,KEN00,422676.719,426816.531,4139.812,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/04/30,USD,OVT,30EOM,11449263803432932680
7509396156799525379,UNSOS,KUBE0,1663660,1795089,131429,10262,0,Powerhouse 7 (EMetered),metered,KWH,CONKUBE0-2024-00001,4000,2025/04/30,USD,EVT,30NET,4439117753168839568
11128548851056908756,KAS01,GHA00,296341.4,400325.4,103984,0,0,Metered Energy (EMetered) - Phase 2,metered,KWH,CONGHA00-2021-00002,4000,2025/04/30,GHS,OVT,30EOM,12212917838699498756
6278182858912149312,XFSS,KEN00,586399.88,598642.59,12242.71,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00006,1000,2025/04/30,USD,OVT,30EOM,9319749582577287286
14671667643537542898,TBM01,KEN00,3317595.39,3470009.344,152413.954,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00007,1000,2025/04/30,KES,OVT,30NET,17896284732423052980
5860274591968253539,XFL01,KEN00,875213,893279.96,18066.96,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00005,1000,2025/04/30,USD,OVT,30NET,7275858852531069270
2752267772020555003,IVL01,EGY00,1458329.66,1475130.15,16800.49,0,0,Metered Energy (EMetered),N/A,KWH,CONEGY00-2023-00001,1000,2025/04/30,USD,EVT,30NET,6338108848127562040
6645364992937232950,CAL01,ZIM00,0,9560.49,9560.49,0,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/04/30,USD,OVT,30NET,15775571520066285665
11257654913499848463,XFBV,KEN00,0,282.9228,282.9228,282.9228,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00004,2000,2025/04/30,USD,OVT,30NET,14106280337094806104
8513323404455674270,JAB01,NIG00,0,56614.94,56614.94,0,0,Grid (EMetered),metered,KWH,CONNIG00-2021-00001,1000,2025/04/30,NGN,OVT,30EOM,7113515554809972086
17353301570699908320,UNSOS,KUBE0,442600,480426,37826,0,0,Logistics  (EMetered),metered,KWH,CONKUBE0-2024-00001,3000,2025/04/30,USD,EVT,30NET,15382242795766447082
4118924952782720812,NC03,KEN00,1095902.34,1446215.936,350313.596,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00013,3000,2025/04/30,USD,OVT,30NET,17291507067643283465
11226382400827818715,UNSOS,KUBE0,760369,830065,69696,5518,0,Powerhouse 17 (EMetered),metered,KWH,CONKUBE0-2024-00001,5000,2025/04/30,USD,EVT,30NET,4197804921179207263
11764514581687447641,XFAB,KEN00,0,1553.9174,1553.9174,996.9294,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00003,2000,2025/04/30,USD,OVT,30EOM,5816493969968117071
4134874088476576465,MP02,KEN00,842573.5,894878.976,52305.476,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/04/30,USD,OVT,30NET,11175964520850387192
490602548647838276,JAB01,NIG00,0,714.59,714.59,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/04/30,NGN,OVT,30EOM,4207416215798479557
1048364972610550800,NBL01,NIG00,0,979.36,979.36,0,0,Generator (EAvailable) Phase 1,available,KWH,CONNIG00-2021-00002,7000,2025/04/30,NGN,OVT,60NET,16984048667943844105
10482412448475131485,CAL01,ZIM00,11333714.94,12117657.6,783942.656,0,0,Green Metered Energy (EMetered),N/A,KWH,CONZIM00-2025-00002,1000,2025/04/30,USD,OVT,30NET,8210560222542851842
6985731723891856287,MIR01,SLL02,538875.712,556198.272,17322.56,0,0,Metered Energy (EMetered),metered,KWH,CONSLL02-2023-00002,1000,2025/04/30,USD,OVT,30NET,11076971414254082480
6276515739091839801,KAS01,GHA00,2845597,2891405,45808,0,0,Metered Energy (EMetered) - Phase 1,metered,KWH,CONGHA00-2021-00002,1000,2025/04/30,GHS,OVT,30EOM,6183974810309858390
12973491850259867199,UGL01,GHA00,0,21353.39,21353.39,0,0,Available Energy (EAvailable),N/A,KWH,CONGHA00-2021-00001,2000,2025/04/30,GHS,OVT,90NET,17724832954463291675
7377841329798001036,MP02,KEN00,904615.3,958550.912,53935.612,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2024-00012,5000,2025/04/30,USD,OVT,30NET,9646633319842924172
2687809457427187835,ERG,MAD02,0,362184.81,362184.81,0,0,Metered Energy (EMetered),metered,KWH,CONMAD02-2023-00001,2000,2025/04/30,USD,OVTMD,30NET,4220565821692547845
13992611955616285370,XFL01,KEN00,0,1280.9795,1280.9795,967.397,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/04/30,USD,OVT,30NET,832521082097729922
10094801895377412813,QMM01,MAD00,0,380382,380382,0,0,Available Energy (EAvailable) Expanded PV,available,KWH,CONMAD00-2023-00001,6000,2025/04/30,USD,EVT,75EOM,10690896002611728053
9557531892691949328,QMM01,MAD00,20585216.42,21620538.59,1035322.17,0,0,Metered Energy (EMetered) Expanded PV,metered,KWH,CONMAD00-2023-00001,5000,2025/04/30,USD,EVT,75EOM,18360503658197503916
16864450059316321690,UGL01,GHA00,0,82049,82049,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/04/30,GHS,OVT,90NET,10401095663073926384
1827353340855547081,MF01,KEN00,666049.88,706109,40059.12,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/04/30,USD,OVT,30NET,14505628705858712600
12479924825991638869,MB01,KEN00,226212.52,259863.234,33650.714,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/04/30,USD,OVT,30NET,7109986209338688057
9457570248019429043,UTK01,KEN00,5379446.25,5453751.85,74305.6,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00001,1000,2025/04/30,KES,OVT,90EOM,3090623423213026667
7766978254254135769,JAB01,NIG00,0,7205.31,7205.31,0,0,Generator (EMetered),metered,KWH,CONNIG00-2021-00001,2000,2025/04/30,NGN,OVT,30EOM,14453561058337125743
14668976168999033843,LOI01,KEN00,0,4122.39,4122.39,206.12,0,Loisaba HQ (EMetered),metered,KWH,CONKEN00-2021-00002,1000,2025/04/30,USD,OVT,30EOM,2069257994463054735
5039634893408500486,MB01,KEN00,265720.34,314625.156,48904.816,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/04/30,USD,OVT,30NET,9458780112386797374
7286096867886308259,XFBV,KEN00,329612.26,336286.18,6673.92,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00004,1000,2025/04/30,USD,OVT,30NET,2389964496373503962
8249098412589005561,NBL02,NIG00,10707912.7,11199462.4,491549.7,0,2254.69,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/04/30,NGN,OVT,60NET,4199679004836769487
13258636909919817130,GBL01,GHA00,4912370.5,5033907.5,121537,0,0,Grid (EMetered),metered,KWH,CONGHA00-2021-00004,2000,2025/04/30,GHS,OVT,60NET,972168954902511209
9298456955677653127,CAL01,ZIM00,10334562.3,11333714.94,999152.64,0,0,Green Metered Energy (EMetered) 1 - 14 Apr,N/A,KWH,CONZIM00-2025-00002,3000,2025/04/30,USD,OVT,30NET,11154133844742026348
14996390653842308254,GBL01,GHA00,0,0,0,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/04/30,GHS,OVT,60NET,15878909455312904518
8268086727052891266,XFSS,KEN00,0,273.8384,273.8384,273.8384,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00006,2000,2025/04/30,USD,OVT,30EOM,15162335653751715805
1349747271116508874,GC001,CBCH0,4763188,4789951,26763,0,0,Metered Energy (EMetered) - Substation 1,metered,KWH,CONCBCH0-2021-00001,1000,2025/04/30,USD,OVT,30EOM,15814959350884852359
17822509079849248834,KAS01,GHA00,0,5833.34,5833.34,0,0,Available Energy (EAvailable) Combined,available,KWH,CONGHA00-2021-00002,2000,2025/04/30,GHS,OVT,30EOM,13961123603684840005
13613684587052464594,QMM01,MAD00,108908.12,242035.488,133127.368,0,0,Early Operating or Test Energy,metered,KWH,CONMAD00-2023-00001,4000,2025/04/30,USD,EVT,75EOM,9408779315254157693
14376411332326369452,NBL01,NIG00,163640.03,199091.95,35451.92,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/04/30,NGN,OVT,60NET,9916550313842372826
3406063046663960478,MP01,KEN00,544862.98,591092.864,46229.884,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00014,3000,2025/04/30,USD,OVT,30NET,3057432155960052459
12269352347629763070,UTK01,KEN00,0,2473.62,2473.62,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/04/30,KES,OVT,90EOM,7762725140274285350
17093843518450062877,NBL01,NIG00,1025708.86,1253969.79,228260.93,0,1853.18,Generator (EMetered) Phase 2,metered,KWH,CONNIG00-2021-00002,10000,2025/04/30,NGN,OVT,60NET,6747506823328654925
14709855229740521589,MP02,KEN00,894878.976,948667.008,53788.032,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/05/31,USD,OVT,30NET,11175964520850387192
468541329441768902,UNSOS,KUBE0,1795089,1909861,114772,0,0,Powerhouse 7 (EMetered),metered,KWH,CONKUBE0-2024-00001,4000,2025/05/31,USD,EVT,30NET,4439117753168839568
3593475270682901324,QMM01,MAD00,21620538.59,22509639.58,889100.99,0,0,Metered Energy (EMetered) Expanded PV,metered,KWH,CONMAD00-2023-00001,5000,2025/05/31,USD,EVT,75EOM,18360503658197503916
4028375111752367041,JAB01,NIG00,0,59570.35,59570.35,0,0,Grid (EMetered),metered,KWH,CONNIG00-2021-00001,1000,2025/05/31,NGN,OVT,30EOM,7113515554809972086
15902658590716180657,KAS01,GHA00,2891405,2937283,45878,0,0,Metered Energy (EMetered) - Phase 1,metered,KWH,CONGHA00-2021-00002,1000,2025/05/31,GHS,OVT,30EOM,6183974810309858390
16661790133716746673,MF01,KEN00,706109,744218.688,38109.688,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/05/31,USD,OVT,30NET,14505628705858712600
17416516819224879413,UNSOS,KUBE0,480426,519212,38786,0,0,Logistics  (EMetered),metered,KWH,CONKUBE0-2024-00001,3000,2025/05/31,USD,EVT,30NET,15382242795766447082
6467992193827044017,GBL01,GHA00,5033907.5,5054633,20725.5,0,0,Grid (EMetered),metered,KWH,CONGHA00-2021-00004,2000,2025/05/31,GHS,OVT,60NET,972168954902511209
7454047723089266281,UNSOS,KUBE0,563985,605978,41993,0,0,Powerhouse 20 (EMetered),metered,KWH,CONKUBE0-2024-00001,6000,2025/05/31,USD,EVT,30NET,5173318559305050649
8510558240030728226,MF01,KEN00,219982.062,232107.344,12125.282,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00011,5000,2025/05/31,USD,OVT,30NET,2857029573473698230
17082937117130795596,XFL01,KEN00,0,551.13,551.13,551.13,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/05/31,USD,OVT,30NET,832521082097729922
2066135927528605472,XFBV,KEN00,336286.18,343289.97,7003.79,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00004,1000,2025/05/31,USD,OVT,30NET,2389964496373503962
12433982217130561595,MB01,KEN00,259863.234,314214.688,54351.454,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/05/31,USD,OVT,30NET,7109986209338688057
10617040933392408004,NBL01,NIG00,199091.95,231792.59,32700.64,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/05/31,NGN,OVT,60NET,9916550313842372826
2131405504107338701,MIR01,SLL02,556198.272,577203.264,21004.992,0,0,Metered Energy (EMetered),metered,KWH,CONSLL02-2023-00002,1000,2025/05/31,USD,OVT,30NET,11076971414254082480
11010905332849045577,UNSOS,KUBE0,830065,895267,65202,0,0,Powerhouse 17 (EMetered),metered,KWH,CONKUBE0-2024-00001,5000,2025/05/31,USD,EVT,30NET,4197804921179207263
14243683338632446370,JAB01,NIG00,0,13.71,13.71,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/05/31,NGN,OVT,30EOM,4207416215798479557
7563014705749141020,NC02,KEN00,667582.438,690178.062,22595.624,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/05/31,USD,OVT,30NET,7911848012608655937
11969743867072630442,MB01,KEN00,314625.156,387510.125,72884.969,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/05/31,USD,OVT,30NET,9458780112386797374
17277211275564227073,MP01,KEN00,591092.864,637336.448,46243.584,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00014,3000,2025/05/31,USD,OVT,30NET,3057432155960052459
11689183573485609850,XFAB,KEN00,0,1140.63,1140.63,1016.02,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00003,2000,2025/05/31,USD,OVT,30EOM,5816493969968117071
5738675442565820191,KAS01,GHA00,400325.4,502896.4,102571,0,0,Metered Energy (EMetered) - Phase 2,metered,KWH,CONGHA00-2021-00002,4000,2025/05/31,GHS,OVT,30EOM,12212917838699498756
16697553068007191064,XFBV,KEN00,0,173.58,173.58,173.58,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00004,2000,2025/05/31,USD,OVT,30NET,14106280337094806104
6585273177744862330,MP02,KEN00,958550.912,1015565.248,57014.336,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2024-00012,5000,2025/05/31,USD,OVT,30NET,9646633319842924172
3684577878845652620,GC001,CBCH0,4789951,4832441,42490,0,0,Metered Energy (EMetered) - Substation 1,metered,KWH,CONCBCH0-2021-00001,1000,2025/05/31,USD,OVT,30EOM,15814959350884852359
15758822841529816333,JAB01,NIG00,0,7604.15,7604.15,0,0,Generator (EMetered),metered,KWH,CONNIG00-2021-00001,2000,2025/05/31,NGN,OVT,30EOM,14453561058337125743
9064475478203751220,CAL01,ZIM00,0,20437.13,20437.13,0,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/05/31,USD,OVT,30NET,15775571520066285665
3954762002838658933,GC001,CBCH0,5533144,5565856,32712,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/05/31,USD,OVT,30EOM,9426285416093580559
6577355793630338730,XFSS,KEN00,598642.59,612717.41,14074.82,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00006,1000,2025/05/31,USD,OVT,30EOM,9319749582577287286
381933055166000872,XFL01,KEN00,893279.96,911788.08,18508.12,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00005,1000,2025/05/31,USD,OVT,30NET,7275858852531069270
7464320976464415578,QMM01,MAD00,0,325138.19,325138.19,0,0,Available Energy (EAvailable) Expanded PV,available,KWH,CONMAD00-2023-00001,6000,2025/05/31,USD,EVT,75EOM,10690896002611728053
15048098065219698927,NC03,KEN00,1446215.936,1759421.952,313206.016,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00013,3000,2025/05/31,USD,OVT,30NET,17291507067643283465
10936974283551139646,UGL01,GHA00,0,80148,80148,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/05/31,GHS,OVT,90NET,10401095663073926384
7534910144154050540,TBM01,KEN00,0,32752.59,32752.59,0,0,Available Energy (EAvailable),available,KWH,CONKEN00-2023-00007,2000,2025/05/31,KES,OVT,30NET,2964225664267180928
14816856241454892038,UTK01,KEN00,5453751.85,5535306.65,81554.8,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00001,1000,2025/05/31,KES,OVT,90EOM,3090623423213026667
2049904665065989146,NBL01,NIG00,1253969.79,1477423.23,223453.44,0,3616.82,Generator (EMetered) Phase 2,metered,KWH,CONNIG00-2021-00002,10000,2025/05/31,NGN,OVT,60NET,6747506823328654925
10258354938481220131,TBM01,KEN00,3470009.344,3619081.216,149071.872,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00007,1000,2025/05/31,KES,OVT,30NET,17896284732423052980
1815746288549870589,NBL02,NIG00,0,1021.39,1021.39,1021.39,0,Generator (EAvailable),available,KWH,CONNIG00-2023-00003,2000,2025/05/31,NGN,OVT,60NET,16726735991786445971
12357470619860739227,XFAB,KEN00,781186.36,800366.03,19179.67,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00003,1000,2025/05/31,USD,OVT,30EOM,1524958111127857530
8594367471212426941,UGL01,GHA00,0,26847.61,26847.61,0,0,Available Energy (EAvailable),N/A,KWH,CONGHA00-2021-00001,2000,2025/05/31,GHS,OVT,90NET,17724832954463291675
185393571606220702,LOI01,KEN00,0,3828.19,3828.19,191.41,0,Loisaba HQ (EMetered),metered,KWH,CONKEN00-2021-00002,1000,2025/05/31,USD,OVT,30EOM,2069257994463054735
17273431662276838112,KAS01,GHA00,0,4756,4756,0,0,Available Energy (EAvailable) Combined,available,KWH,CONGHA00-2021-00002,2000,2025/05/31,GHS,OVT,30EOM,13961123603684840005
15676092263062220889,QMM01,MAD00,242035.488,286425.184,44389.696,0,0,Early Operating or Test Energy,metered,KWH,CONMAD00-2023-00001,4000,2025/05/31,USD,EVT,75EOM,9408779315254157693
12598126531093347219,JAB01,NIG00,0,107.38,107.38,0,0,Grid (EAvailable),available,KWH,CONNIG00-2021-00001,3000,2025/05/31,NGN,OVT,30EOM,4801201556168808578
685402882604405198,LOI01,KEN00,426816.531,431033.906,4217.375,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/05/31,USD,OVT,30EOM,11449263803432932680
17715065942820474901,NBL02,NIG00,11199462.4,11655310.34,455847.94,0,2533.97,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/05/31,NGN,OVT,60NET,4199679004836769487
16222058142438873265,ERG,MAD02,0,409211.45,409211.45,0,0,Metered Energy (EMetered),metered,KWH,CONMAD02-2023-00001,2000,2025/05/31,USD,OVTMD,30NET,4220565821692547845
1094237894927808080,XFSS,KEN00,0,351.63,351.63,351.63,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00006,2000,2025/05/31,USD,OVT,30EOM,15162335653751715805
7614289095009719415,NBL01,NIG00,0,0,0,0,0,Generator (EAvailable) Phase 1,available,KWH,CONNIG00-2021-00002,7000,2025/05/31,NGN,OVT,60NET,16984048667943844105
6885824264690508927,CAL01,ZIM00,12117657.6,14182398.98,2064741.376,0,0,Green Metered Energy (EMetered) 15 - 30 Apr,N/A,KWH,CONZIM00-2025-00002,4000,2025/05/31,USD,OVT,30NET,3837055826202815815
3669973834849268467,IVL01,EGY00,1475130.15,1486956.672,11826.522,0,0,Metered Energy (EMetered),N/A,KWH,CONEGY00-2023-00001,1000,2025/05/31,USD,EVT,30NET,6338108848127562040
4260845191285601459,GBL01,GHA00,0,102832.2,102832.2,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/05/31,GHS,OVT,60NET,15878909455312904518
2360672679688884607,UTK01,KEN00,0,1244.39,1244.39,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/05/31,KES,OVT,90EOM,7762725140274285350
1134180183765796535,UGL01,GHA00,0,69891.5,69891.5,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/06/30,GHS,OVT,90NET,10401095663073926384
13516466799616792502,IVL01,EGY00,1486956.672,1500290.688,13334.016,0,0,Metered Energy (EMetered),N/A,KWH,CONEGY00-2023-00001,1000,2025/06/30,USD,EVT,30NET,6338108848127562040
17370735788916857102,UNSOS,KUBE0,519212,524648,5436,0,0,Logistics  (EMetered),metered,KWH,CONKUBE0-2024-00001,3000,2025/06/30,USD,EVT,30NET,15382242795766447082
11252956907833515998,XFSS,KEN00,0,224.82,224.82,224.82,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00006,2000,2025/06/30,USD,OVT,30EOM,15162335653751715805
16460221671184376381,ERG,MAD02,0,392189.19,392189.19,0,0,Metered Energy (EMetered),metered,KWH,CONMAD02-2023-00001,2000,2025/06/30,USD,OVTMD,30NET,4220565821692547845
320780970696177656,TBM01,KEN00,3619081.216,3730964.736,111883.52,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00007,1000,2025/06/30,KES,OVT,30NET,17896284732423052980
4909700751214137874,QMM01,MAD00,0,367689.14,367689.14,0,0,Available Energy (EAvailable) Expanded PV,available,KWH,CONMAD00-2023-00001,6000,2025/06/30,USD,EVT,75EOM,10690896002611728053
11572313640845182439,MB01,KEN00,314214.688,347678.344,33463.656,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/06/30,USD,OVT,30NET,7109986209338688057
9195000339757606143,XFL01,KEN00,0,1144.67,1144.67,842.79,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/06/30,USD,OVT,30NET,832521082097729922
272398775852691818,NBL01,NIG00,231792.59,257916.77,26124.18,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/06/30,NGN,OVT,60NET,9916550313842372826
16838465001485768942,MF01,KEN00,744218.688,771835,27616.312,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/06/30,USD,OVT,30NET,14505628705858712600
15022239677123811906,LOI01,KEN00,284141.7,287774.6,3632.9,0,0,Loisaba HQ (EMetered),metered,KWH,CONKEN00-2021-00002,1000,2025/06/30,USD,OVT,30EOM,2069257994463054735
9414941159048247335,XFAB,KEN00,0,1008.85,1008.85,964.87,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00003,2000,2025/06/30,USD,OVT,30EOM,5816493969968117071
3609562855442104205,CAL01,ZIM00,14182398.98,16073285.63,1890886.656,0,0,Green Metered Energy (EMetered) 15 - 30 Apr,N/A,KWH,CONZIM00-2025-00002,4000,2025/06/30,USD,OVT,30NET,3837055826202815815
9385294723834716638,XFAB,KEN00,800366.03,818654.52,18288.49,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00003,1000,2025/06/30,USD,OVT,30EOM,1524958111127857530
15096501842497111246,XFL01,KEN00,911788.08,927499.2,15711.12,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00005,1000,2025/06/30,USD,OVT,30NET,7275858852531069270
8451108502510195892,KAS01,GHA00,2937283,2973403,36120,0,0,Metered Energy (EMetered) - Phase 1,metered,KWH,CONGHA00-2021-00002,1000,2025/06/30,GHS,OVT,30EOM,6183974810309858390
2657633792068659997,UGL01,GHA00,0,27596.65,27596.65,0,0,Available Energy (EAvailable),N/A,KWH,CONGHA00-2021-00001,2000,2025/06/30,GHS,OVT,90NET,17724832954463291675
