DIM_FINANCE_CONTRACT_LINE_ID,CONTRACT_LINE_UNIQUE_ID,CONTRACT_NUMBER,CONTRACT_LINE,PRODUCT_DESC,METERED_AVAILABLE,QUANTITY_UNIT,ACTIVE_STATUS,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,PRICE_ADJUST_DATE,IND_USE_CPI_INFLATION,UPDATED_AT,UPDATED_BY,EXTRACTED_AT,DIM_START_DATE,DIM_END_DATE,DIM_LAST_MODIFIED_DATE,DIM_CURRENT_RECORD
13210563487241248461,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-04,0
100150475865363400,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-04-03,JMWA,2025-04-03 09:16:37.301,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
14756165472070988561,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
16040656533177727791,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-03 23:59:59.999,2025-05-06,0
13043452116378583304,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-06-04,BRON,2025-06-05 01:00:02.305,2025-06-04 00:00:00.000,2025-07-02 23:59:59.999,2025-06-04,0
5325750259871217439,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-07-03,BRON,2025-07-03 14:00:01.009,2025-07-03 00:00:00.000,2025-08-04 23:59:59.999,2025-07-03,0
13251620055925817354,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-08-05,BRON,2025-08-05 08:00:02.684,2025-08-05 00:00:00.000,2025-08-24 23:59:59.999,2025-08-05,0
15768077680694574177,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-08-25,CARLA,2025-08-26 01:00:01.223,2025-08-25 00:00:00.000,2025-09-01 23:59:59.999,2025-08-25,0
12177942279394256299,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-09-02,BRON,2025-09-03 01:00:02.811,2025-09-02 00:00:00.000,2025-09-03 23:59:59.999,2025-09-02,0
17342787647027431544,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-09-04,BRON,2025-09-04 09:00:02.876,2025-09-04 00:00:00.000,2025-10-02 23:59:59.999,2025-09-04,0
3582734538311102049,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-10-03,BRON,2025-10-03 13:00:01.765,2025-10-03 00:00:00.000,2025-11-03 23:59:59.999,2025-10-03,0
8187394883025518791,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-11-04,BRON,2025-11-04 13:00:02.397,2025-11-04 00:00:00.000,2025-12-01 23:59:59.999,2025-11-04,0
1431138294357979641,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2025-12-02,BRON,2025-12-02 10:00:02.889,2025-12-02 00:00:00.000,2026-01-04 23:59:59.999,2025-12-02,0
15576212505794041948,15814959350884852359,CONCBCH0-2021-00001,1000,Metered Energy (EMetered) - Substation 1,metered,KWH,1,2021-01-01,2030-02-28,2022-06-01,1,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
11611346576540855807,8697702492495829220,CONCBEH0-2021-00003,2000,Metered Energy (EMetered),,KWH,0,2021-02-01,2035-02-28,1753-01-01,0,2024-10-02,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2024-10-02,1
18128038004433999718,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-03-05,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-03-24 23:59:59.999,2025-03-05,0
10605897269291876182,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-03-25,CARLA,2025-03-26 01:00:02.450,2025-03-25 00:00:00.000,2025-04-02 23:59:59.999,2025-03-25,0
2344093792071493922,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-04-03,JMWA,2025-04-03 09:16:37.301,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
2503319834195815376,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
5172066189883721662,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-03 23:59:59.999,2025-05-06,0
6778490441758791213,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-06-04,BRON,2025-06-04 11:00:02.326,2025-06-04 00:00:00.000,2025-06-09 23:59:59.999,2025-06-04,0
2138776015508520510,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-06-10,BRON,2025-06-11 01:00:01.087,2025-06-10 00:00:00.000,2025-07-01 23:59:59.999,2025-06-10,0
16591899530506921702,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-07-02,BRON,2025-07-02 12:00:03.034,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
9444447211535679091,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-09-02 23:59:59.999,2025-08-04,0
11931895105253683155,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
11337478148841590070,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-10-03,BRON,2025-10-04 01:00:02.898,2025-10-03 00:00:00.000,2025-11-04 23:59:59.999,2025-10-03,0
480207013055720621,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-11-05,BRON,2025-11-06 01:00:01.471,2025-11-05 00:00:00.000,2025-12-02 23:59:59.999,2025-11-05,0
10155458585735286570,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2025-12-03,BRON,2025-12-04 01:00:00.092,2025-12-03 00:00:00.000,2026-01-04 23:59:59.999,2025-12-03,0
12716245272292174957,16726735991786445971,CONNIG00-2023-00003,2000,Generator (EAvailable),available,KWH,1,2023-06-01,2038-03-01,2024-03-01,0,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
16218083754024599771,8844523204542206252,CONRWA00-2021-00001,2000,Metered Energy (EMetered),,KWH,1,2021-01-01,2030-02-28,1753-01-01,,2021-04-08,MUCF,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2021-04-08,1
5597065547767869088,16362562573519975328,CONMOZ00-2023-00002,1000,Operations & Maintenance (O&M),,MO,1,2023-11-01,2033-11-01,1753-01-01,,2024-09-04,ADMIN,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2024-09-04,1
7081673902272351843,779496842077013478,CONCBCH0-2025-00002,1000,ESA Lease Fee March,N/A,KWH,1,2025-03-01,2035-11-30,2026-03-01,0,2025-03-24,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-08 23:59:59.999,2025-03-24,0
14637103277183262039,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-03-05,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-05,0
850050016961484819,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-04-03,JMWA,2025-04-04 01:00:01.062,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
10084568472806121436,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
9145580345670396005,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-04 23:59:59.999,2025-05-06,0
11208082862073725349,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-06-05,BRON,2025-06-05 09:00:02.495,2025-06-05 00:00:00.000,2025-07-01 23:59:59.999,2025-06-05,0
8398806354742255611,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-07-02,BRON,2025-07-02 12:00:03.034,2025-07-02 00:00:00.000,2025-08-04 23:59:59.999,2025-07-02,0
11251871874862863726,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-08-05,BRON,2025-08-05 08:00:02.684,2025-08-05 00:00:00.000,2025-09-02 23:59:59.999,2025-08-05,0
158809686764849309,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
16638567886522578053,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-10-03,BRON,2025-10-03 11:00:00.604,2025-10-03 00:00:00.000,2025-11-04 23:59:59.999,2025-10-03,0
2297661097734793223,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-11-05,BRON,2025-11-06 01:00:01.471,2025-11-05 00:00:00.000,2025-11-16 23:59:59.999,2025-11-05,0
6544496472199701414,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2025-11-17,BRON,2025-11-18 01:00:00.157,2025-11-17 00:00:00.000,2026-01-05 23:59:59.999,2025-11-17,0
8617795986175762253,18193692621014311517,CONMAD02-2023-00001,3000,Minimum Offtake,N/A,KWH,1,2023-11-16,2043-11-13,2024-05-15,0,2026-01-06,BRON,2026-01-07 01:00:00.322,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
17115222332021524667,11041680456304702567,CONCBEH0-2021-00004,2000,Metered Energy (EMetered),,KWH,0,2021-02-01,2035-02-28,1753-01-01,0,2024-10-02,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2024-10-02,1
5948533474680523564,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,1,2025-06-01,2025-11-30,1753-01-01,,2025-07-08,CARLA,2025-07-09 01:00:01.556,1900-01-01 00:00:00.000,2025-07-08 23:59:59.999,2025-07-08,0
10953255839621370114,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,1,2025-06-01,2025-11-30,1753-01-01,,2025-07-09,BRON,2025-07-10 01:00:00.948,2025-07-09 00:00:00.000,2025-08-03 23:59:59.999,2025-07-09,0
13467603033140910182,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,1,2025-06-01,2025-11-30,1753-01-01,,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-08-05 23:59:59.999,2025-08-04,0
2080727561003122762,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,1,2025-06-01,2025-11-30,1753-01-01,,2025-08-06,BRON,2025-08-07 01:00:00.705,2025-08-06 00:00:00.000,2025-09-07 23:59:59.999,2025-08-06,0
14063158715746207989,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,1,2025-06-01,2025-11-30,1753-01-01,,2025-09-08,BRON,2025-09-09 01:00:00.623,2025-09-08 00:00:00.000,2025-09-08 23:59:59.999,2025-09-08,0
14771720158779261401,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties,N/A,,0,2025-06-01,2025-11-30,1753-01-01,0,2025-09-09,BRON,2025-09-10 01:00:01.601,2025-09-09 00:00:00.000,2025-10-09 23:59:59.999,2025-09-09,0
2699235083765232593,12157496433121073797,CONCBCH0-2025-00004,2000,Site Readiness Delay Penalties - September 2025,N/A,KWH,0,2025-06-01,2025-11-30,1753-01-01,,2025-10-10,BRON,2025-10-11 01:00:01.671,2025-10-10 00:00:00.000,2100-12-31 00:00:00.000,2025-10-10,1
6295642786589064588,859635626146755521,CONSLL02-2025-00003,1000,Fuel Costs - 1st November 2024 - 31st March 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-04-15,ADMIN,2025-04-16 01:00:01.012,1900-01-01 00:00:00.000,2025-04-16 23:59:59.999,2025-04-15,0
2706949965896274978,859635626146755521,CONSLL02-2025-00003,1000,Fuel Costs - 1st November 2024 - 31st March 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-04-17,JMWA,2025-04-18 01:00:00.787,2025-04-17 00:00:00.000,2025-05-06 23:59:59.999,2025-04-17,0
9650282735659622446,859635626146755521,CONSLL02-2025-00003,1000,Fuel Costs - 1st November 2024 - 31st March 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-05-07,JMWA,2025-05-08 01:00:00.854,2025-05-07 00:00:00.000,2025-06-04 23:59:59.999,2025-05-07,0
17173846538828807505,859635626146755521,CONSLL02-2025-00003,1000,Fuel Costs - 1st November 2024 - 31st March 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-06-05,BRON,2025-06-06 01:00:01.742,2025-06-05 00:00:00.000,2025-07-06 23:59:59.999,2025-06-05,0
15204393242795247204,859635626146755521,CONSLL02-2025-00003,1000,Fuel Costs - 1st November 2024 - 31st March 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-07-07,BRON,2025-07-08 01:00:01.813,2025-07-07 00:00:00.000,2025-07-07 23:59:59.999,2025-07-07,0
316135229494560788,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - June 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-07-08,CARLA,2025-07-09 01:00:01.556,2025-07-08 00:00:00.000,2025-07-08 23:59:59.999,2025-07-08,0
6257907336954840920,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - June 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-07-09,BRON,2025-07-10 01:00:00.948,2025-07-09 00:00:00.000,2025-08-03 23:59:59.999,2025-07-09,0
17563812401704635933,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - June 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-08-05 23:59:59.999,2025-08-04,0
7660226645053306532,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - June 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-08-06,BRON,2025-08-07 01:00:00.705,2025-08-06 00:00:00.000,2025-09-07 23:59:59.999,2025-08-06,0
8531940802767520700,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - June 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-09-08,BRON,2025-09-09 01:00:00.623,2025-09-08 00:00:00.000,2025-09-08 23:59:59.999,2025-09-08,0
16963035142901135463,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - August 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-09-09,BRON,2025-09-10 01:00:01.601,2025-09-09 00:00:00.000,2025-10-09 23:59:59.999,2025-09-09,0
1928228615655156036,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - September 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-10-10,BRON,2025-10-11 01:00:01.671,2025-10-10 00:00:00.000,2025-11-18 23:59:59.999,2025-10-10,0
8321949560785593215,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - September 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,,2025-11-19,BRON,2025-11-20 01:00:02.241,2025-11-19 00:00:00.000,2025-12-03 23:59:59.999,2025-11-19,0
9328501889239086551,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - September 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2025-12-04,BRON,2025-12-05 01:00:00.405,2025-12-04 00:00:00.000,2026-01-05 23:59:59.999,2025-12-04,0
17284736893185778258,859635626146755521,CONSLL02-2025-00003,1000,Diesel Allocation - December 2025,N/A,KWH,1,2025-03-01,2035-11-30,1753-01-01,0,2026-01-06,CARLA,2026-01-06 10:00:01.413,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
1729816492909002866,3588162422354598345,CONGHA00-2021-00003,1000,Grid (EMetered),,KWH,0,2021-03-01,2037-04-30,1753-01-01,0,2025-02-03,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2025-02-03,1
13087043112048972998,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-03 23:59:59.999,2025-03-04,0
9911483007872443663,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-04-04,JMWA,2025-04-05 01:00:10.880,2025-04-04 00:00:00.000,2025-05-05 23:59:59.999,2025-04-04,0
16221133620832188328,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-05-11 23:59:59.999,2025-05-06,0
13009911613535461348,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-05-12,BRON,2025-05-13 01:00:02.542,2025-05-12 00:00:00.000,2025-06-04 23:59:59.999,2025-05-12,0
18161158491775268143,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-06-05,BRON,2025-06-05 09:00:02.495,2025-06-05 00:00:00.000,2025-06-17 23:59:59.999,2025-06-05,0
13179849852984849473,4197804921179207263,CONKUBE0-2024-00001,5000,Powerhouse 17 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-06-18,BRON,2025-06-19 01:00:02.420,2025-06-18 00:00:00.000,2100-12-31 00:00:00.000,2025-06-18,1
10607338444702925603,8608343596928885199,CONSLL02-2025-00003,4000,Diesel Handling Fee - May 2025,N/A,KWH,1,2025-10-01,2035-11-30,1753-01-01,,2025-11-19,BRON,2025-11-20 01:00:02.241,1900-01-01 00:00:00.000,2025-12-03 23:59:59.999,2025-11-19,0
12188716115059027833,8608343596928885199,CONSLL02-2025-00003,4000,Diesel Handling Fee - May 2025,N/A,KWH,1,2025-10-01,2035-11-30,1753-01-01,,2025-12-04,BRON,2025-12-05 01:00:00.405,2025-12-04 00:00:00.000,2026-01-05 23:59:59.999,2025-12-04,0
887167283965266557,8608343596928885199,CONSLL02-2025-00003,4000,Diesel Admin Fee -December 2025,N/A,KWH,1,2025-10-01,2035-11-30,1753-01-01,0,2026-01-06,CARLA,2026-01-06 10:00:01.413,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
14691695892896656354,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-04,0
5112031320443533599,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-04-03,JMWA,2025-04-04 01:00:01.062,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
7316716293621124336,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
3681496590440955504,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-02 23:59:59.999,2025-05-06,0
3883484130107013831,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-06-03,BRON,2025-06-04 01:00:01.354,2025-06-03 00:00:00.000,2025-07-01 23:59:59.999,2025-06-03,0
4528293594970896080,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-07-02,BRON,2025-07-03 01:00:02.828,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
12450677733913002751,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-09-02 23:59:59.999,2025-08-04,0
666475927574432529,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
15124523609820266885,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-10-03,BRON,2025-10-03 13:00:01.765,2025-10-03 00:00:00.000,2025-11-03 23:59:59.999,2025-10-03,0
18106166514670035917,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-11-04,BRON,2025-11-04 13:00:02.397,2025-11-04 00:00:00.000,2025-12-01 23:59:59.999,2025-11-04,0
274214411019435903,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2025-12-02,BRON,2025-12-02 11:00:01.036,2025-12-02 00:00:00.000,2026-01-04 23:59:59.999,2025-12-02,0
17863009928222433717,7275858852531069270,CONKEN00-2021-00005,1000,Metered Energy (EMetered),metered,KWH,1,2021-04-01,2047-05-31,2031-06-13,0,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
16586412826363740259,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-03 23:59:59.999,2025-03-04,0
8733479325183025247,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-04-04,JMWA,2025-04-05 01:00:10.880,2025-04-04 00:00:00.000,2025-05-05 23:59:59.999,2025-04-04,0
503262754501042914,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-05-11 23:59:59.999,2025-05-06,0
3942904057926588762,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-05-12,BRON,2025-05-13 01:00:02.542,2025-05-12 00:00:00.000,2025-06-04 23:59:59.999,2025-05-12,0
5297972036327389778,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-06-05,BRON,2025-06-05 09:00:02.495,2025-06-05 00:00:00.000,2025-06-17 23:59:59.999,2025-06-05,0
12236636143594185964,5173318559305050649,CONKUBE0-2024-00001,6000,Powerhouse 20 (EMetered),metered,KWH,1,2024-03-01,2028-12-31,2029-01-01,0,2025-06-18,BRON,2025-06-19 01:00:02.420,2025-06-18 00:00:00.000,2100-12-31 00:00:00.000,2025-06-18,1
